iter, cut, min_cut, runtime
1003, 2, 1, 48749
1004, 2, 1, 43790
1005, 1, 1, 47772
1006, 1, 1, 42603
1007, 1, 1, 45886
1008, 1, 1, 37155
1009, 2, 1, 45396
1010, 2, 1, 48609
1011, 1, 1, 62228
1012, 1, 1, 53847
1013, 1, 1, 53918
1014, 1, 1, 60552
1015, 2, 1, 44978
1016, 2, 1, 45816
1017, 1, 1, 39181
1018, 1, 1, 55663
1019, 1, 1, 50006
1020, 2, 1, 53429
1021, 5, 1, 38762
1022, 2, 1, 40158
1023, 1, 1, 41415
1024, 1, 1, 43999
1025, 1, 1, 42882
1026, 1, 1, 49029
1027, 1, 1, 43651
1028, 2, 1, 99244
1029, 3, 1, 47142
1030, 2, 1, 47771
1031, 1, 1, 51542
1032, 7, 1, 43301
1033, 2, 1, 49657
1034, 2, 1, 57270
1035, 1, 1, 50914
1036, 1, 1, 46933
1037, 1, 1, 56292
1038, 1, 1, 45816
1039, 1, 1, 58177
1040, 2, 1, 50006
1041, 1, 1, 47283
1042, 1, 1, 71866
1043, 1, 1, 44419
1044, 1, 1, 48051
1045, 1, 1, 50774
1046, 1, 1, 54895
1047, 1, 1, 50215
1048, 1, 1, 42882
1049, 2, 1, 54756
1050, 2, 1, 54406
1051, 3, 1, 47702
1052, 1, 1, 52800
1053, 2, 1, 48539
1054, 1, 1, 52869
1055, 1, 1, 75079
1056, 1, 1, 40647
1057, 2, 1, 41415
1058, 1, 1, 48749
1059, 2, 1, 58247
1060, 1, 1, 57130
1061, 1, 1, 49937
1062, 2, 1, 44000
1063, 1, 1, 45606
1064, 1, 1, 55105
1065, 1, 1, 75987
1066, 1, 1, 54825
1067, 1, 1, 54755
1068, 1, 1, 53219
1069, 1, 1, 47283
1070, 1, 1, 44838
1071, 1, 1, 65371
1072, 1, 1, 55034
1073, 1, 1, 91143
1074, 1, 1, 52102
1075, 2, 1, 44349
1076, 1, 1, 53498
1077, 1, 1, 52520
1078, 1, 1, 45746
1079, 2, 1, 47073
1080, 1, 1, 50705
1081, 1, 1, 54965
1082, 2, 1, 46654
1083, 1, 1, 64882
1084, 1, 1, 61530
1085, 3, 1, 41904
1086, 2, 1, 51961
1087, 1, 1, 45187
1088, 1, 1, 51961
1089, 2, 1, 43930
1090, 1, 1, 49867
1091, 1, 1, 53219
1092, 2, 1, 49168
1093, 1, 1, 40437
1094, 2, 1, 50634
1095, 1, 1, 56571
1096, 1, 1, 62368
1097, 1, 1, 55314
1098, 2, 1, 49937
1099, 1, 1, 61321
1100, 1, 1, 47492
1101, 1, 1, 42952
1102, 2, 1, 61111
1103, 1, 1, 43301
1104, 2, 1, 56711
1105, 2, 1, 44838
1106, 2, 1, 52730
1107, 1, 1, 57689
1108, 1, 1, 71657
1109, 1, 1, 53149
1110, 1, 1, 52311
1111, 1, 1, 69701
1112, 1, 1, 48749
1113, 1, 1, 42045
1114, 1, 1, 81644
1115, 2, 1, 63486
1116, 1, 1, 62438
1117, 1, 1, 60343
1118, 4, 1, 43721
1119, 2, 1, 50495
1120, 1, 1, 62019
1121, 1, 1, 67606
1122, 1, 1, 55734
1123, 2, 1, 51961
1124, 1, 1, 44978
1125, 2, 1, 51962
1126, 1, 1, 55733
1127, 1, 1, 46305
1128, 2, 1, 50076
1129, 1, 1, 46165
1130, 4, 1, 38272
1131, 2, 1, 45815
1132, 1, 1, 50146
1133, 2, 1, 43790
1134, 1, 1, 64952
1135, 2, 1, 39041
1136, 1, 1, 60832
1137, 1, 1, 55384
1138, 1, 1, 91143
1139, 1, 1, 59644
1140, 1, 1, 52520
1141, 2, 1, 48609
1142, 1, 1, 45187
1143, 2, 1, 53499
1144, 1, 1, 49028
1145, 2, 1, 38482
1146, 1, 1, 61460
1147, 2, 1, 51123
