iter, cut, min_cut, runtime
228, 1, 1, 64673
229, 3, 1, 64813
230, 1, 1, 67676
231, 5, 1, 65720
232, 1, 1, 60831
233, 3, 1, 68234
234, 1, 1, 70679
235, 6, 1, 68305
236, 1, 1, 55384
237, 3, 1, 56362
238, 1, 1, 66768
239, 1, 1, 70260
240, 2, 1, 68584
241, 4, 1, 58177
242, 2, 1, 67745
243, 2, 1, 69002
244, 6, 1, 72425
245, 2, 1, 59156
246, 1, 1, 71168
247, 3, 1, 62018
248, 3, 1, 60552
249, 3, 1, 62438
250, 3, 1, 62019
251, 4, 1, 66349
252, 3, 1, 55244
253, 6, 1, 55174
254, 6, 1, 56292
255, 2, 1, 67815
256, 1, 1, 88209
257, 1, 1, 71168
258, 3, 1, 61530
259, 3, 1, 64673
260, 8, 1, 60133
261, 3, 1, 73752
262, 2, 1, 66279
263, 1, 1, 61739
264, 6, 1, 66698
265, 1, 1, 93517
266, 6, 1, 62577
267, 2, 1, 77314
268, 2, 1, 65302
269, 1, 1, 72355
270, 2, 1, 65511
271, 3, 1, 76825
272, 3, 1, 69142
273, 3, 1, 71866
274, 2, 1, 69212
275, 4, 1, 52869
276, 3, 1, 62507
277, 2, 1, 86253
278, 1, 1, 61530
279, 3, 1, 62997
280, 1, 1, 51473
281, 2, 1, 58038
282, 1, 1, 65790
283, 4, 1, 53498
284, 4, 1, 55873
285, 1, 1, 64672
286, 7, 1, 62298
287, 4, 1, 64394
288, 3, 1, 58247
289, 1, 1, 77035
290, 1, 1, 68653
291, 3, 1, 57200
292, 1, 1, 56781
293, 4, 1, 58178
294, 1, 1, 74101
295, 3, 1, 71657
296, 2, 1, 72355
297, 2, 1, 60342
298, 2, 1, 60133
299, 4, 1, 83599
300, 3, 1, 87022
301, 2, 1, 62717
302, 1, 1, 82971
303, 3, 1, 65372
304, 3, 1, 61809
305, 4, 1, 71168
306, 1, 1, 63415
307, 3, 1, 67187
308, 2, 1, 74520
309, 3, 1, 63416
310, 2, 1, 61460
311, 5, 1, 60064
312, 4, 1, 62927
313, 8, 1, 62997
314, 2, 1, 68165
315, 1, 1, 77104
316, 1, 1, 57479
317, 2, 1, 80667
318, 2, 1, 67187
319, 3, 1, 68653
320, 7, 1, 59644
321, 1, 1, 83041
322, 1, 1, 67187
323, 3, 1, 60412
324, 3, 1, 66279
325, 1, 1, 52590
326, 2, 1, 71377
327, 1, 1, 74590
328, 1, 1, 52800
329, 2, 1, 64393
330, 2, 1, 67815
331, 1, 1, 78222
332, 1, 1, 56362
333, 3, 1, 57689
334, 2, 1, 70050
335, 3, 1, 99593
336, 2, 1, 68794
337, 2, 1, 56711
338, 2, 1, 74940
339, 2, 1, 68584
340, 2, 1, 65791
341, 3, 1, 56711
342, 1, 1, 68724
343, 1, 1, 60971
344, 1, 1, 70190
345, 1, 1, 82273
346, 2, 1, 63206
347, 2, 1, 66348
348, 1, 1, 57619
349, 1, 1, 77104
350, 2, 1, 73333
351, 2, 1, 58597
352, 5, 1, 55314
353, 2, 1, 69910
354, 1, 1, 77034
355, 1, 1, 62438
356, 3, 1, 71517
357, 4, 1, 58248
358, 4, 1, 56851
359, 2, 1, 73473
360, 3, 1, 60552
361, 2, 1, 73961
362, 2, 1, 77663
363, 3, 1, 59016
364, 2, 1, 90863
365, 4, 1, 62996
366, 2, 1, 99313
367, 3, 1, 62508
368, 2, 1, 61111
369, 3, 1, 70051
370, 2, 1, 59225
371, 2, 1, 78502
372, 2, 1, 68514
373, 2, 1, 101479
374, 2, 1, 77523
375, 2, 1, 60273
376, 2, 1, 70190
377, 1, 1, 62019
378, 2, 1, 70889
379, 2, 1, 70470
380, 4, 1, 63905
381, 4, 1, 58667
382, 5, 1, 79898
383, 2, 1, 82482
384, 4, 1, 55664
385, 3, 1, 65930
386, 2, 1, 54336
387, 3, 1, 65791
388, 5, 1, 59085
389, 2, 1, 58596
390, 1, 1, 62577
391, 3, 1, 62018
392, 2, 1, 82482
393, 6, 1, 55383
394, 5, 1, 52800
395, 3, 1, 61530
396, 5, 1, 57548
397, 5, 1, 61530
398, 4, 1, 56501
399, 1, 1, 85625
400, 5, 1, 58666
401, 3, 1, 85974
402, 1, 1, 76336
403, 1, 1, 58667
404, 2, 1, 68724
405, 2, 1, 77105
406, 3, 1, 73264
407, 2, 1, 63416
408, 1, 1, 91492
409, 3, 1, 55733
410, 6, 1, 57269
411, 3, 1, 58666
412, 2, 1, 63486
413, 5, 1, 63206
414, 2, 1, 64882
415, 9, 1, 56292
416, 2, 1, 70959
417, 1, 1, 74101
418, 4, 1, 54755
419, 2, 1, 93028
420, 1, 1, 67606
421, 3, 1, 73682
422, 2, 1, 65860
423, 1, 1, 95333
424, 2, 1, 59505
425, 4, 1, 58666
426, 2, 1, 74939
427, 3, 1, 74241
428, 6, 1, 59854
429, 1, 1, 70400
430, 5, 1, 64882
431, 1, 1, 73402
432, 2, 1, 56012
433, 3, 1, 56222
434, 1, 1, 61530
435, 2, 1, 69072
436, 1, 1, 71308
437, 3, 1, 63416
438, 2, 1, 66699
439, 2, 1, 61879
440, 1, 1, 69072
441, 1, 1, 72146
442, 2, 1, 52381
443, 1, 1, 75149
444, 1, 1, 59085
445, 4, 1, 57270
446, 3, 1, 54267
447, 1, 1, 58946
448, 2, 1, 65092
449, 6, 1, 67327
450, 4, 1, 62926
451, 1, 1, 72565
452, 1, 1, 66698
453, 2, 1, 72076
454, 2, 1, 61949
455, 2, 1, 75707
456, 3, 1, 70469
457, 1, 1, 64882
458, 2, 1, 63974
459, 5, 1, 86324
460, 4, 1, 61949
461, 4, 1, 59155
462, 2, 1, 60971
463, 2, 1, 59923
464, 4, 1, 56781
465, 4, 1, 65720
466, 2, 1, 78571
467, 5, 1, 57409
468, 2, 1, 79619
469, 2, 1, 50146
470, 4, 1, 64812
471, 2, 1, 58037
472, 1, 1, 68165
473, 1, 1, 69143
474, 2, 1, 77174
475, 2, 1, 83670
476, 1, 1, 90165
477, 1, 1, 59574
478, 5, 1, 68304
479, 2, 1, 69771
480, 1, 1, 68654
481, 1, 1, 77803
482, 3, 1, 60552
483, 2, 1, 55314
484, 2, 1, 59574
485, 1, 1, 60902
486, 8, 1, 59225
487, 3, 1, 66279
488, 4, 1, 65371
489, 3, 1, 62647
490, 1, 1, 66139
491, 2, 1, 57688
492, 1, 1, 70050
493, 1, 1, 72076
494, 2, 1, 57270
495, 2, 1, 62019
496, 2, 1, 60971
497, 3, 1, 65511
498, 2, 1, 63416
499, 2, 1, 67257
500, 3, 1, 63416
501, 11, 1, 65581
502, 14, 1, 57619
503, 2, 1, 71587
504, 1, 1, 74730
505, 1, 1, 60272
506, 1, 1, 59644
507, 1, 1, 68164
508, 3, 1, 76336
509, 3, 1, 70191
510, 2, 1, 99174
511, 5, 1, 58736
512, 2, 1, 62577
513, 1, 1, 69142
514, 1, 1, 66349
515, 2, 1, 60133
516, 1, 1, 69911
517, 2, 1, 62857
518, 4, 1, 60063
519, 2, 1, 56851
520, 2, 1, 63695
521, 1, 1, 66139
522, 2, 1, 61879
523, 1, 1, 56851
524, 1, 1, 55594
525, 1, 1, 88908
526, 2, 1, 61949
527, 1, 1, 84717
528, 1, 1, 58457
529, 2, 1, 74869
530, 5, 1, 60971
531, 2, 1, 68235
532, 1, 1, 72285
533, 3, 1, 76266
534, 1, 1, 65372
535, 2, 1, 80108
536, 4, 1, 66279
537, 2, 1, 85345
538, 7, 1, 53498
539, 2, 1, 70190
540, 4, 1, 58667
541, 3, 1, 61949
542, 2, 1, 69003
543, 1, 1, 63136
544, 4, 1, 75987
545, 1, 1, 85415
546, 3, 1, 81783
547, 3, 1, 59225
548, 1, 1, 57269
549, 6, 1, 59644
550, 3, 1, 64184
551, 5, 1, 57199
552, 1, 1, 60133
553, 3, 1, 73752
554, 1, 1, 82761
555, 4, 1, 62927
556, 4, 1, 58737
557, 2, 1, 70959
558, 1, 1, 64533
559, 1, 1, 94425
560, 6, 1, 57689
561, 4, 1, 74730
562, 1, 1, 63974
563, 8, 1, 59016
564, 3, 1, 49517
565, 1, 1, 60971
566, 2, 1, 78990
567, 3, 1, 63415
568, 8, 1, 56781
569, 4, 1, 57410
570, 2, 1, 80946
571, 2, 1, 77244
572, 1, 1, 72914
573, 3, 1, 57480
574, 1, 1, 64393
575, 4, 1, 74800
576, 7, 1, 60971
577, 7, 1, 58457
578, 3, 1, 62508
579, 3, 1, 69282
580, 1, 1, 70539
581, 1, 1, 71098
582, 2, 1, 61600
583, 1, 1, 64393
584, 3, 1, 60482
585, 2, 1, 71308
586, 2, 1, 72983
587, 2, 1, 78711
588, 6, 1, 63905
589, 3, 1, 57619
590, 2, 1, 60063
591, 6, 1, 65860
592, 3, 1, 68514
593, 5, 1, 63416
594, 1, 1, 58178
595, 1, 1, 79619
596, 2, 1, 62927
597, 3, 1, 73473
598, 2, 1, 59644
599, 1, 1, 57340
600, 4, 1, 68724
601, 2, 1, 60482
602, 2, 1, 61949
603, 3, 1, 64394
604, 1, 1, 76546
605, 3, 1, 76756
606, 1, 1, 63346
607, 2, 1, 73263
608, 3, 1, 73962
609, 1, 1, 52031
610, 4, 1, 89187
611, 5, 1, 62996
612, 3, 1, 59574
613, 2, 1, 82902
614, 2, 1, 71866
615, 2, 1, 58387
616, 2, 1, 62508
617, 1, 1, 58527
618, 2, 1, 103155
619, 1, 1, 83809
620, 2, 1, 90095
621, 1, 1, 66629
622, 2, 1, 67746
623, 3, 1, 57688
624, 1, 1, 67676
625, 1, 1, 68375
626, 1, 1, 75010
627, 3, 1, 59574
628, 6, 1, 71447
629, 2, 1, 63136
630, 1, 1, 62438
631, 2, 1, 74311
632, 1, 1, 59434
633, 5, 1, 65161
634, 2, 1, 77244
635, 2, 1, 82133
636, 2, 1, 69003
637, 5, 1, 56781
638, 2, 1, 57270
639, 8, 1, 53848
640, 2, 1, 63206
641, 3, 1, 66628
642, 2, 1, 66210
643, 2, 1, 67676
644, 3, 1, 68863
645, 3, 1, 74032
646, 5, 1, 55803
647, 5, 1, 74240
648, 2, 1, 86114
649, 3, 1, 58178
650, 3, 1, 66768
651, 1, 1, 63904
652, 2, 1, 70539
653, 1, 1, 80177
654, 2, 1, 57269
655, 6, 1, 58946
656, 1, 1, 75149
657, 2, 1, 64394
658, 2, 1, 66349
659, 3, 1, 66279
660, 2, 1, 65791
661, 6, 1, 59644
662, 2, 1, 71936
663, 2, 1, 64603
664, 3, 1, 59644
665, 4, 1, 59574
666, 4, 1, 56291
667, 1, 1, 56781
668, 2, 1, 60622
669, 3, 1, 60622
670, 3, 1, 61599
671, 1, 1, 85904
672, 2, 1, 80596
673, 4, 1, 56711
674, 2, 1, 56432
675, 3, 1, 54476
676, 1, 1, 69073
677, 2, 1, 62018
678, 1, 1, 65790
679, 1, 1, 58945
680, 1, 1, 58667
681, 3, 1, 111536
682, 2, 1, 63206
683, 2, 1, 74869
684, 3, 1, 69631
685, 1, 1, 60552
686, 2, 1, 68305
687, 7, 1, 57200
688, 2, 1, 77314
689, 1, 1, 79968
690, 2, 1, 65581
691, 4, 1, 60063
692, 3, 1, 65371
693, 2, 1, 67467
694, 1, 1, 88210
695, 1, 1, 78571
696, 1, 1, 82902
697, 3, 1, 74800
698, 4, 1, 57130
699, 2, 1, 60064
700, 2, 1, 86463
701, 2, 1, 56361
702, 1, 1, 60482
703, 2, 1, 64324
704, 3, 1, 62229
705, 4, 1, 62508
706, 3, 1, 57758
707, 4, 1, 58596
708, 3, 1, 74032
709, 3, 1, 76825
710, 1, 1, 66140
711, 2, 1, 53009
712, 7, 1, 60971
713, 1, 1, 64324
714, 3, 1, 70959
715, 2, 1, 61460
716, 1, 1, 74101
717, 1, 1, 61530
718, 2, 1, 66698
719, 6, 1, 61181
720, 2, 1, 78291
721, 2, 1, 69701
722, 3, 1, 71378
723, 2, 1, 64533
724, 2, 1, 64812
725, 5, 1, 59714
726, 1, 1, 72146
727, 3, 1, 59853
728, 1, 1, 61530
729, 1, 1, 55175
730, 5, 1, 70190
731, 1, 1, 75358
732, 4, 1, 60552
733, 2, 1, 59644
734, 2, 1, 72495
735, 1, 1, 70190
736, 4, 1, 66209
737, 1, 1, 65721
738, 4, 1, 62438
739, 4, 1, 81364
740, 4, 1, 62438
741, 3, 1, 62019
742, 4, 1, 62089
743, 2, 1, 68094
744, 5, 1, 51613
745, 2, 1, 76685
746, 1, 1, 74311
747, 1, 1, 83181
748, 7, 1, 60622
749, 1, 1, 66349
750, 3, 1, 55244
751, 5, 1, 51123
752, 2, 1, 53987
753, 2, 1, 87371
754, 1, 1, 70609
755, 2, 1, 62926
756, 4, 1, 62438
757, 2, 1, 79828
758, 2, 1, 63276
759, 1, 1, 61949
760, 3, 1, 62508
761, 2, 1, 61110
762, 2, 1, 64044
763, 4, 1, 60063
764, 1, 1, 57340
765, 2, 1, 80876
766, 1, 1, 65650
767, 1, 1, 60063
768, 1, 1, 63416
769, 2, 1, 69841
770, 5, 1, 67606
771, 3, 1, 59644
772, 3, 1, 68653
773, 1, 1, 59015
774, 3, 1, 58247
775, 2, 1, 60622
776, 1, 1, 60972
777, 4, 1, 69003
778, 3, 1, 67048
779, 2, 1, 65371
780, 3, 1, 63485
781, 2, 1, 70609
782, 3, 1, 58667
783, 2, 1, 59086
784, 1, 1, 64324
785, 1, 1, 60762
786, 5, 1, 58178
787, 2, 1, 74311
788, 4, 1, 61530
789, 3, 1, 62787
790, 2, 1, 64393
791, 1, 1, 72914
792, 4, 1, 67606
793, 2, 1, 79898
794, 1, 1, 62019
795, 2, 1, 58248
796, 3, 1, 59155
797, 1, 1, 65860
798, 1, 1, 69073
799, 3, 1, 66768
800, 3, 1, 62857
801, 1, 1, 82343
802, 1, 1, 76686
803, 3, 1, 69212
804, 3, 1, 49307
805, 3, 1, 70190
806, 2, 1, 62508
807, 1, 1, 67187
808, 3, 1, 58527
809, 1, 1, 89536
810, 2, 1, 61530
811, 1, 1, 85136
812, 4, 1, 57479
813, 1, 1, 76894
814, 2, 1, 82971
815, 2, 1, 74451
816, 3, 1, 61460
817, 5, 1, 63765
818, 4, 1, 65231
819, 3, 1, 63416
820, 3, 1, 55453
821, 2, 1, 61111
822, 2, 1, 59994
823, 1, 1, 72216
824, 1, 1, 70679
825, 7, 1, 53288
826, 2, 1, 60063
827, 2, 1, 71168
828, 1, 1, 52799
829, 3, 1, 60971
830, 1, 1, 66349
831, 2, 1, 67326
832, 1, 1, 66838
833, 2, 1, 56711
834, 1, 1, 63835
835, 1, 1, 53918
836, 3, 1, 65301
837, 4, 1, 65790
838, 1, 1, 73542
839, 6, 1, 59085
840, 1, 1, 58108
841, 3, 1, 68794
842, 3, 1, 61530
843, 2, 1, 65441
844, 1, 1, 82831
845, 2, 1, 64394
846, 1, 1, 64603
847, 2, 1, 69911
848, 1, 1, 65790
849, 2, 1, 62438
850, 1, 1, 58597
851, 3, 1, 54406
852, 1, 1, 64394
853, 1, 1, 65302
854, 1, 1, 57130
855, 1, 1, 62648
856, 1, 1, 66698
857, 1, 1, 64393
858, 2, 1, 77384
859, 6, 1, 56780
860, 2, 1, 65301
861, 3, 1, 56781
862, 5, 1, 56152
863, 3, 1, 66140
864, 2, 1, 71936
865, 3, 1, 56711
866, 1, 1, 55873
867, 4, 1, 56711
868, 3, 1, 68165
869, 2, 1, 66768
870, 2, 1, 61460
871, 3, 1, 57968
872, 3, 1, 74450
873, 2, 1, 77105
874, 3, 1, 74590
875, 3, 1, 65929
876, 1, 1, 71936
877, 2, 1, 66209
878, 5, 1, 61250
879, 2, 1, 61040
880, 6, 1, 59644
881, 1, 1, 63764
882, 2, 1, 63345
883, 3, 1, 68304
884, 2, 1, 82342
885, 4, 1, 61460
886, 4, 1, 66000
887, 3, 1, 52032
888, 1, 1, 64393
889, 2, 1, 73333
890, 2, 1, 75149
891, 3, 1, 59156
892, 1, 1, 65231
893, 1, 1, 71098
894, 2, 1, 74940
895, 2, 1, 57759
896, 1, 1, 62927
897, 3, 1, 57549
898, 2, 1, 58667
899, 3, 1, 64812
900, 3, 1, 72774
901, 8, 1, 56571
902, 2, 1, 64883
903, 1, 1, 72984
904, 2, 1, 68235
905, 3, 1, 67745
906, 3, 1, 67187
907, 2, 1, 79270
908, 1, 1, 61321
909, 2, 1, 63765
910, 2, 1, 64813
911, 2, 1, 60622
912, 2, 1, 64393
913, 2, 1, 79060
914, 1, 1, 68724
915, 1, 1, 66768
916, 1, 1, 75917
917, 2, 1, 61041
918, 3, 1, 55803
919, 2, 1, 63416
920, 2, 1, 76057
921, 2, 1, 70469
922, 1, 1, 71028
923, 2, 1, 66140
924, 2, 1, 62228
925, 2, 1, 57619
926, 3, 1, 58597
927, 4, 1, 64463
928, 7, 1, 58875
929, 7, 1, 66838
930, 3, 1, 71028
931, 1, 1, 63905
932, 2, 1, 60343
933, 3, 1, 50565
934, 5, 1, 59085
935, 3, 1, 62019
936, 3, 1, 58107
937, 3, 1, 71099
938, 1, 1, 62927
939, 1, 1, 74730
940, 3, 1, 68933
941, 2, 1, 58597
942, 2, 1, 67816
943, 5, 1, 62997
944, 1, 1, 63765
945, 4, 1, 61460
946, 2, 1, 65301
947, 2, 1, 56431
948, 5, 1, 52101
949, 5, 1, 54266
950, 2, 1, 62996
951, 2, 1, 61530
952, 5, 1, 62926
953, 2, 1, 82482
954, 2, 1, 87302
955, 2, 1, 59016
956, 2, 1, 70958
957, 4, 1, 64883
958, 2, 1, 86743
959, 2, 1, 69562
960, 2, 1, 71098
961, 1, 1, 74310
962, 2, 1, 62368
963, 2, 1, 74730
964, 1, 1, 52729
965, 2, 1, 77803
966, 4, 1, 66000
967, 1, 1, 93936
968, 4, 1, 52520
969, 2, 1, 57339
970, 1, 1, 65860
971, 3, 1, 58178
972, 2, 1, 69073
973, 6, 1, 55873
974, 2, 1, 66628
975, 3, 1, 58667
976, 2, 1, 70539
977, 2, 1, 82063
978, 2, 1, 63206
979, 3, 1, 65791
980, 5, 1, 83041
981, 2, 1, 79269
982, 3, 1, 66349
983, 2, 1, 62438
984, 3, 1, 67676
985, 1, 1, 68794
986, 6, 1, 64813
987, 1, 1, 56711
988, 5, 1, 63765
989, 2, 1, 68164
990, 1, 1, 83530
991, 2, 1, 59574
992, 3, 1, 67187
993, 2, 1, 63137
994, 3, 1, 57270
995, 2, 1, 65790
996, 2, 1, 61879
997, 3, 1, 72356
998, 3, 1, 77593
999, 1, 1, 73123
1000, 3, 1, 69701
1001, 1, 1, 57200
1002, 3, 1, 71448
1003, 4, 1, 65231
1004, 3, 1, 66139
1005, 2, 1, 64882
1006, 5, 1, 67187
1007, 3, 1, 71378
1008, 6, 1, 72705
1009, 2, 1, 56711
1010, 1, 1, 60552
1011, 4, 1, 65721
1012, 2, 1, 60273
1013, 11, 1, 54336
1014, 2, 1, 67746
1015, 1, 1, 67536
1016, 6, 1, 53080
1017, 2, 1, 67815
1018, 2, 1, 60063
1019, 1, 1, 63975
1020, 2, 1, 56083
1021, 4, 1, 92470
1022, 2, 1, 65371
1023, 3, 1, 58387
1024, 2, 1, 69911
1025, 2, 1, 87790
1026, 1, 1, 70888
1027, 2, 1, 56501
1028, 2, 1, 70959
1029, 4, 1, 64393
1030, 1, 1, 60901
1031, 3, 1, 66069
1032, 2, 1, 71587
1033, 4, 1, 55873
1034, 1, 1, 68165
1035, 2, 1, 81364
1036, 2, 1, 57130
1037, 2, 1, 67327
1038, 3, 1, 71727
1039, 4, 1, 69003
1040, 3, 1, 71517
1041, 2, 1, 81435
1042, 1, 1, 71238
1043, 5, 1, 64883
1044, 3, 1, 61460
1045, 2, 1, 64114
1046, 2, 1, 60831
1047, 3, 1, 80456
1048, 1, 1, 65371
1049, 4, 1, 52800
1050, 4, 1, 60133
1051, 2, 1, 63416
1052, 2, 1, 67676
1053, 2, 1, 61321
1054, 4, 1, 61740
1055, 1, 1, 60063
1056, 2, 1, 56710
1057, 1, 1, 61390
1058, 1, 1, 79967
1059, 2, 1, 70050
1060, 1, 1, 67257
1061, 2, 1, 72146
1062, 2, 1, 58597
1063, 5, 1, 62927
1064, 5, 1, 55314
1065, 1, 1, 81783
1066, 3, 1, 72006
1067, 2, 1, 58038
1068, 5, 1, 64463
1069, 1, 1, 66838
1070, 1, 1, 74311
1071, 1, 1, 78362
1072, 4, 1, 58387
1073, 2, 1, 70330
1074, 5, 1, 62019
1075, 1, 1, 57759
1076, 1, 1, 69771
1077, 2, 1, 58177
1078, 2, 1, 60552
1079, 3, 1, 64254
1080, 6, 1, 53499
1081, 2, 1, 83320
1082, 3, 1, 63415
1083, 3, 1, 57199
1084, 1, 1, 96869
1085, 3, 1, 62926
1086, 5, 1, 61600
1087, 2, 1, 51962
1088, 1, 1, 69212
1089, 4, 1, 60552
1090, 1, 1, 75778
1091, 2, 1, 91702
1092, 2, 1, 51124
1093, 4, 1, 63835
1094, 1, 1, 62508
1095, 3, 1, 55034
1096, 7, 1, 57060
1097, 2, 1, 84229
1098, 1, 1, 70190
1099, 1, 1, 58946
1100, 3, 1, 88837
1101, 3, 1, 64882
1102, 1, 1, 71028
1103, 1, 1, 64044
1104, 3, 1, 57689
1105, 2, 1, 55872
1106, 2, 1, 61530
1107, 2, 1, 80108
1108, 2, 1, 67327
1109, 1, 1, 71028
1110, 5, 1, 73333
1111, 2, 1, 94844
1112, 4, 1, 54895
1113, 2, 1, 63346
1114, 2, 1, 64044
1115, 1, 1, 73473
1116, 2, 1, 80037
1117, 1, 1, 57479
1118, 3, 1, 61320
1119, 3, 1, 61530
1120, 2, 1, 68305
1121, 1, 1, 54057
1122, 2, 1, 79967
1123, 3, 1, 59085
1124, 1, 1, 56361
1125, 2, 1, 63904
1126, 3, 1, 64254
1127, 2, 1, 64324
1128, 1, 1, 59505
1129, 1, 1, 67676
1130, 2, 1, 71307
1131, 3, 1, 61041
1132, 1, 1, 91073
1133, 3, 1, 56292
1134, 2, 1, 61041
1135, 2, 1, 63485
1136, 2, 1, 54336
1137, 1, 1, 60692
1138, 2, 1, 63834
1139, 3, 1, 62019
1140, 1, 1, 59644
1141, 4, 1, 56292
1142, 1, 1, 70959
1143, 5, 1, 54895
1144, 2, 1, 58596
1145, 3, 1, 59155
1146, 2, 1, 69282
1147, 2, 1, 62927
1148, 1, 1, 68794
1149, 5, 1, 64114
1150, 5, 1, 74730
